ean,producto,marca,super,precio,url,n_supers,mas_barato,es_mas_barato,ahorro_clp,ahorro_pct
7801800100012,"Duraznos Aconcagua Mitades 480 g drenado, 820 g neto",Aconcagua,SantaIsabel,2690,https://santaisabel.myvtex.com/duraznos-mitades-aconcagua-822-g/p,2,SantaIsabel,1,69,2.5
7801800100012,"Duraznos Aconcagua Mitades 480 g drenado, 820 g neto",Aconcagua,Jumbo,2759,https://jumbo.myvtex.com/duraznos-mitades-aconcagua-822-g/p,2,SantaIsabel,0,69,2.5
7804630011404,Snack Tika Chiloé 170 g,Tika,SantaIsabel,3990,https://santaisabel.myvtex.com/tika-chiloe-170-grs-2004330/p,1,,0,0,0
7802351212209,Salsa de ají Don Juan bolsa 900 g,Don Juan,Unimarc,1790,https://unimarc.myvtex.com/salsa-de-aji-don-juan-bolsa-900-g/p,2,Unimarc,1,300,14.4
7802351212209,Salsa de ají Don Juan bolsa 900 g,Don Juan,Alvi,2090,https://alvicl.myvtex.com/salsa-de-aji-don-juan-bolsa-900-g/p,2,Unimarc,0,300,14.4
7802095181182,Pizzavilla Pancho Villa 276 g 4 un.,Pancho Villa,Jumbo,1990,https://jumbo.myvtex.com/pizzavilla-pancho-villa-4-un-276gr-2001067/p,1,,0,0,0
781718927666,Hummus Caprese 300 g,Tivoni,Jumbo,4390,https://jumbo.myvtex.com/hummus-caprese-300-g-1839178/p,1,,0,0,0
8006672000517,Bebida Imperdibile Ginger Ale 200 ml,Imperdibile,Jumbo,1490,https://jumbo.myvtex.com/agua-tonica-ginger-ale-imperdible-200-ml/p,1,,0,0,0
7613036031974,Pack 6 un. Bebida Láctea Chamyto Tutti-Frutti 80 ml,Chamyto,SantaIsabel,2690,https://santaisabel.myvtex.com/bebida-lactea-chamyto-probiotico-tutifrutilla-6-unid-80-ml-c-u/p,2,SantaIsabel,1,0,0
7613036031974,Pack 6 un. Bebida Láctea Chamyto Tutti-Frutti 80 ml,Chamyto,Jumbo,2690,https://jumbo.myvtex.com/bebida-lactea-chamyto-probiotico-tutifrutilla-6-unid-80-ml-c-u/p,2,SantaIsabel,0,0,0
7802215514326,Galletas Costa Obsesión menta 85 g,Costa,Unimarc,1390,https://unimarc.myvtex.com/galleta-obsesion-menta-costa-85-gr/p,4,Alvi,0,210,15.0
7802215514326,Galletas Costa Obsesión menta 85 g,Costa,SantaIsabel,1400,https://santaisabel.myvtex.com/galletas-obsesion-menta-85-g-537049/p,4,Alvi,0,210,15.0
7802215514326,Galletas Costa Obsesión menta 85 g,Costa,Jumbo,1390,https://jumbo.myvtex.com/barquillos-rellenos-sabor-menta-obsesion-costa-85-g-2/p,4,Alvi,0,210,15.0
7802215514326,Galletas Costa Obsesión menta 85 g,Costa,Alvi,1190,https://alvicl.myvtex.com/galletas-costa-obsesion-menta-85-g/p,4,Alvi,1,210,15.0
7801916036601,Salchicha Sureña La Preferida Reducción de Sodio 500 g,La Preferida,SantaIsabel,4690,https://santaisabel.myvtex.com/salchicha-surena-la-preferida-reduccion-de-sodio-500-g-2020081/p,2,SantaIsabel,1,0,0
7801916036601,Salchicha Sureña La Preferida Reducción de Sodio 500 g,La Preferida,Jumbo,4690,https://jumbo.myvtex.com/salchicha-surena-la-pref-red-sodio-500gr-2020081/p,2,SantaIsabel,0,0,0
5060108450003,Bebida Tónica Fever Tree 200 cc,Fever Tree,Jumbo,2090,https://jumbo.myvtex.com/bebida-t-nica-fever-tree-200-cc-2/p,1,,0,0,0
7801909002309,Hamburguesa Pampa Verde Bajo en Grasa 100 g,Pampa Verde,SantaIsabel,1150,https://santaisabel.myvtex.com/hamb-bajo-en-grasa-pampaverde-100gr-2025334/p,2,SantaIsabel,1,20,1.7
7801909002309,Hamburguesa Pampa Verde Bajo en Grasa 100 g,Pampa Verde,Jumbo,1170,https://jumbo.myvtex.com/hamb-bajo-en-grasa-pampaverde-100gr-2025334/p,2,SantaIsabel,0,20,1.7
7802200130081,Marshmallow guaguitas Ambrosoli 300 g,Ambrosoli,Unimarc,2590,https://unimarc.myvtex.com/marschmallows-guaguita-ambrosoli-300-gr/p,4,SantaIsabel,0,300,11.6
7802200130081,Marshmallow guaguitas Ambrosoli 300 g,Ambrosoli,SantaIsabel,2290,https://santaisabel.myvtex.com/guagueitas-300-g-1628907/p,4,SantaIsabel,1,300,11.6
7802200130081,Marshmallow guaguitas Ambrosoli 300 g,Ambrosoli,Jumbo,2579,https://jumbo.myvtex.com/g-ag-itas-ambrosoli-300-g/p,4,SantaIsabel,0,300,11.6
7802200130081,Marshmallow guaguitas Ambrosoli 300 g,Ambrosoli,Alvi,2450,https://alvicl.myvtex.com/marshmallow-guaguitas-ambrosoli-300-g/p,4,SantaIsabel,0,300,11.6
7803408000091,Empanadas de Cocktail Queso 10 un.,Degustar,Jumbo,4390,https://jumbo.myvtex.com/empanadas-de-cocktail-degustar-10-unid-queso-2/p,1,,0,0,0
7809632100026,Harina Molino Rahue 3 kg,Rahue,SantaIsabel,3910,https://santaisabel.myvtex.com/harina-molino-rahue-3-kg-985876/p,1,,0,0,0
24996686,Lomo Liso Vacuno Nacional Premium kg,De Origen,Jumbo,23990,https://jumbo.myvtex.com/lomo-liso-v-nac-origen-prem-kg-2006582-kg/p,1,,0,0,0
7802245005092,Mazapán Entrelagos frutas caja 120 g,Entrelagos,Unimarc,7450,https://unimarc.myvtex.com/mazapan-caja-burdeo-entrelagos-120-gr/p,2,Jumbo,0,900,12.1
7802245005092,Mazapán Entrelagos frutas caja 120 g,Entrelagos,Jumbo,6550,https://jumbo.myvtex.com/frutas-de-mazapan-entrelagos-105-g-variedad-de-sabores/p,2,Jumbo,1,900,12.1
24990806,Tapabarriga Al Vacío kg,Carnicería propia,Jumbo,12190,https://jumbo.myvtex.com/tapabarriga-cat-v/p,1,,0,0,0
7801810804443,Té Verde Lipton 20 un.,Lipton,SantaIsabel,2850,https://santaisabel.myvtex.com/te-verde-20-bolsitas-785047/p,1,,0,0,0
7804300150853,Vino 1865 San Pedro master blend botella 750 cc,1865,Unimarc,17773,https://unimarc.myvtex.com/vino-master-blend-1865-750-cc-bot/p,3,Unimarc,1,7617,30.0
7804300150853,Vino 1865 San Pedro master blend botella 750 cc,1865,SantaIsabel,25290,https://santaisabel.myvtex.com/vino-1865-master-blend-14-1-750cc-1899638/p,3,Unimarc,0,7617,30.0
7804300150853,Vino 1865 San Pedro master blend botella 750 cc,1865,Jumbo,25390,https://jumbo.myvtex.com/vino-1865-master-blend-14-1g-bot-750cc-1899638/p,3,Unimarc,0,7617,30.0
7804300131210,Vino Merlot Gato Negro Viña San Pedro 700 cc Premium,Viña San Pedro,SantaIsabel,2400,https://santaisabel.myvtex.com/vino-merlot-gato-negro-vina-san-pedro-700-cc-premium-942680/p,1,,0,0,0
747599607219,Chocolate Amargo Ghirardelli 72% Cacao 100 g,Ghirardelli,Jumbo,5990,https://jumbo.myvtex.com/chocolate-twilight-72-cacao-ghirardelli-100-g-2/p,1,,0,0,0
7802955011420,Yogurt Danone Oikos Miel 110 g,Griego,SantaIsabel,440,https://santaisabel.myvtex.com/yogurt-oikos-griego-miel-110gr-2023353/p,3,Alvi,0,30,6.8
7802955011420,Yogurt Danone Oikos Miel 110 g,Griego,Jumbo,420,https://jumbo.myvtex.com/yogurt-oikos-griego-miel-110gr-2023353/p,3,Alvi,0,30,6.8
7802955011420,Yogurt Danone Oikos Miel 110 g,Griego,Alvi,410,https://alvicl.myvtex.com/yoghurt-griego-oikos-110gr-miel-2/p,3,Alvi,1,30,6.8
7804648410015,Queso Fresco Las Aguilas Envasado Trozo 400 g,Las Aguilas,Jumbo,2990,https://jumbo.myvtex.com/queso-fresco-kosher-las-aguilas-400-g/p,1,,0,0,0
7802910008618,Yogurt yogu yogu sabor vainilla,WATTS,Alvi,,https://alvicl.myvtex.com/yog-yoguyogu-tetra-watts-115ml-vainilla-2/p,1,,0,0,0
7802420004711,Clavo de Olor Entero Edra Sobre 5 g,Edra,Jumbo,350,https://jumbo.myvtex.com/clavo-de-olor-entero-sobre-edra-5g/p,1,,0,0,0
4012200330784,Aderezo para Ensalada Mil Islas Kühne 500 ml,Kühne,Jumbo,3990,https://jumbo.myvtex.com/adr-mi-islas-500ml-2029223/p,1,,0,0,0
7807910030959,"Champiñónes Laminados 230 g drenado, 400 g neto",Cuisine & Co,SantaIsabel,1870,https://santaisabel.myvtex.com/champinones-laminados-230-g-drenado-cuisine-and-co-1796077/p,2,SantaIsabel,1,29,1.5
7807910030959,"Champiñónes Laminados 230 g drenado, 400 g neto",Cuisine & Co,Jumbo,1899,https://jumbo.myvtex.com/champinones-laminados-230-g-drenado-cuisine-and-co-1796077/p,2,SantaIsabel,0,29,1.5
5411681038001,Cerveza Maredsous Tripel Ale 10° 330 cc,Maredsous,Jumbo,2990,https://jumbo.myvtex.com/cerveza-maredsous-tripel-ale-10g-330-cc-1331042/p,1,,0,0,0
8421328900575,Chorizo Sarta Picante Al Vacío 100 g,Jumbo Artesanal,Jumbo,5290,https://jumbo.myvtex.com/chorizo-sarta-picante-jumbo-artesanal-1995367/p,1,,0,0,0
7802575455062,Harina Selecta integral multicereal 1 Kg,Selecta,Unimarc,2490,https://unimarc.myvtex.com/harina-integral-multicereal-selecta-1-kg/p,1,,0,0,0
7807910042976,Tortilla Taco Cuisine & Co 240 g 8 un.,Cuisine & Co,SantaIsabel,1290,https://santaisabel.myvtex.com/tortilla-taco-8-un/p,2,SantaIsabel,1,0,0
7807910042976,Tortilla Taco Cuisine & Co 240 g 8 un.,Cuisine & Co,Jumbo,1290,https://jumbo.myvtex.com/tortilla-taco-8-un-cuisine-and-co-1951503/p,2,SantaIsabel,0,0,0
7807910029564,Castañas de Cajú Saladas 80 g,Cuisine & Co,SantaIsabel,2120,https://santaisabel.myvtex.com/castanas-de-caju-saladas-80-g-cuisine-and-co-1776034/p,2,SantaIsabel,1,20,0.9
7807910029564,Castañas de Cajú Saladas 80 g,Cuisine & Co,Jumbo,2140,https://jumbo.myvtex.com/castanas-de-caju-saladas-80-g-cuisine-and-co-1776034/p,2,SantaIsabel,0,20,0.9
7802630005713,Crema Nuestra Cocina espinaca 68 g,NUESTRA COCINA,Unimarc,530,https://unimarc.myvtex.com/crema-espinaca-nuestra-cocina-68-gr/p,1,,0,0,0
8421328900421,Longaniza Rústica Tradicional Al Vacío 250 g,Jumbo Artesanal,Jumbo,3690,https://jumbo.myvtex.com/longaniza-rustica-trad-jumbo-artesanal-1928743/p,1,,0,0,0
7807910048343,Aderezo Cuisine & Co American Dream Mostaza y Miel 596 g,Cuisine & Co,SantaIsabel,3490,https://santaisabel.myvtex.com/aderezo-american-dream-cuisine-and-co-mostaza-y-miel-596-g-2017862/p,1,,0,0,0
24087193,Postre Bagatelle Frambuesas,Cuisine & Co,Jumbo,15990,https://jumbo.myvtex.com/postre-jumbo-bagatelle-sabor-frambuesas-2/p,1,,0,0,0
7804659652381,Mayonesa NotMayo Doypack 200 g,NotCo,SantaIsabel,1990,https://santaisabel.myvtex.com/mayonesa-notmayo-doypack-200g-2046817/p,1,,0,0,0
2501217000008,"Lomo Vetado de Vacuno Cat-V Importado al Vacío, Kg",,Cugat,13990,https://cugat.cl/producto/lomo-vetado-al-vacio-importado-kg/,1,,0,0,0
7807910050872,Barra de Cereal Cuisine & Co Frutillas 6 un.,Cuisine & Co,SantaIsabel,1790,https://santaisabel.myvtex.com/barra-cereal-fruti-2041984/p,1,,0,0,0
7802500002354,Spaghetti N°5 Lucchetti Tr3S 400 g,Lucchetti,SantaIsabel,1120,https://santaisabel.myvtex.com/spaghetti-n-5-lucchetti-400-g-tomate-natural-espinaca/p,3,SantaIsabel,1,20,1.8
7802500002354,Spaghetti N°5 Lucchetti Tr3S 400 g,Lucchetti,Jumbo,1140,https://jumbo.myvtex.com/spaghetti-n-5-lucchetti-400-g-tomate-natural-espinaca/p,3,SantaIsabel,0,20,1.8
7802500002354,Spaghetti N°5 Lucchetti Tr3S 400 g,Lucchetti,Alvi,1140,https://alvicl.myvtex.com/pasta-spaghetti-n-5-lucchetti-tres-sabores-400-g/p,3,SantaIsabel,0,20,1.8
7802225240901,Tigreton Frutilla Crema Dos En Uno 78 Gr,Dos En Uno,Unimarc,920,https://unimarc.myvtex.com/tigreton-frutilla-crema-dos-en-uno-78-gr/p,1,,0,0,0
8410422001097,Mayonesa con Ajo Chovi 820 cc,Chovi,SantaIsabel,7390,https://santaisabel.myvtex.com/mayonesa-con-ajo-chovi-820-cc-1691052/p,2,Jumbo,0,400,5.4
8410422001097,Mayonesa con Ajo Chovi 820 cc,Chovi,Jumbo,6990,https://jumbo.myvtex.com/mayonesa-con-ajo-chovi-820-cc/p,2,Jumbo,1,400,5.4
7801250501049,Chorito Angelmó en aceite lata 425 g neto - 213 g drenado,Angelmo,Unimarc,2790,https://unimarc.myvtex.com/choritos-en-aceite-angelmo-425-gr/p,2,SantaIsabel,0,100,3.6
7801250501049,Chorito Angelmó en aceite lata 425 g neto - 213 g drenado,Angelmo,SantaIsabel,2690,https://santaisabel.myvtex.com/choritos-aceite-angelmo-213-gr/p,2,SantaIsabel,1,100,3.6
4002103248279,Cerveza Erdinger Weibbier 5.3° 500 cc,Erdinger,SantaIsabel,2550,https://santaisabel.myvtex.com/cerveza-erdinger-weibbier-5-3g-500-cc-263580/p,1,,0,0,0
7804305002003,Vino Cousiño Macul Lota Ensamblaje 750 cc,Viña Cousiño Macul,SantaIsabel,148990,https://santaisabel.myvtex.com/vino-ensamblaje-cousino-macul-lota-14-botella-750-cc-1083956/p,2,SantaIsabel,1,1000,0.7
7804305002003,Vino Cousiño Macul Lota Ensamblaje 750 cc,Viña Cousiño Macul,Jumbo,149990,https://jumbo.myvtex.com/vino-lota-cousino-macul-14g-bot-750-cc/p,2,SantaIsabel,0,1000,0.7
7801505003595,Arroz G1 integral,IANSA AGRO,Alvi,2380,https://alvicl.myvtex.com/arroz-g1-integral/p,1,,0,0,0
2090001498133,Sopaipilla Zapallo Salvia 328 g 15 un.,Salvia,SantaIsabel,3550,https://santaisabel.myvtex.com/sopaipilla-zapallo-salvia-328-g-15-un/p,2,SantaIsabel,1,40,1.1
2090001498133,Sopaipilla Zapallo Salvia 328 g 15 un.,Salvia,Jumbo,3590,https://jumbo.myvtex.com/sopaipilla-zapallo-salvia-328-g-1955145/p,2,SantaIsabel,0,40,1.1
7801930011028,Churrasco Vacuno Receta Del Abuelo 120 Gr,Receta Del Abuelo,Cugat,2490,https://cugat.cl/producto/churrasco-vacuno-receta-del-abuelo-120-gr/,5,Alvi,0,700,27.5
7801930011028,Churrasco Vacuno Receta Del Abuelo 120 Gr,Receta Del Abuelo,Unimarc,2290,https://unimarc.myvtex.com/churrasco-vacuno-rda-120-grs/p,5,Alvi,0,700,27.5
7801930011028,Churrasco Vacuno Receta Del Abuelo 120 Gr,Receta Del Abuelo,SantaIsabel,2490,https://santaisabel.myvtex.com/churrascos-de-vacuno-receta-del-abuelo-120-g-2/p,5,Alvi,0,700,27.5
7801930011028,Churrasco Vacuno Receta Del Abuelo 120 Gr,Receta Del Abuelo,Jumbo,2550,https://jumbo.myvtex.com/churrascos-de-vacuno-receta-del-abuelo-120-g-2/p,5,Alvi,0,700,27.5
7801930011028,Churrasco Vacuno Receta Del Abuelo 120 Gr,Receta Del Abuelo,Alvi,1850,https://alvicl.myvtex.com/churrasco-de-vacuno-3-un-bolsa/p,5,Alvi,1,700,27.5
8000500009673,Bombones Ferrero Rocher 24 un. 300 g,Ferrero Rocher,SantaIsabel,25990,https://santaisabel.myvtex.com/bombones-caja-24-un-300-g-268116/p,1,,0,0,0
7801420140139,"Arroz Tucapel Pregraneado G1 Grano Largo, 1kg",Tucapel,Cugat,1790,https://cugat.cl/producto/arroz-tucapel-pregraneado-1-kg/,5,Cugat,1,700,28.1
7801420140139,"Arroz Tucapel Pregraneado G1 Grano Largo, 1kg",Tucapel,Unimarc,2000,https://unimarc.myvtex.com/arroz-pregraneado-g1-largo-tucapel-1-kg/p,5,Cugat,0,700,28.1
7801420140139,"Arroz Tucapel Pregraneado G1 Grano Largo, 1kg",Tucapel,SantaIsabel,2470,https://santaisabel.myvtex.com/arroz-grado-1-tucapel-1-kg-pregraneado-grano-largo/p,5,Cugat,0,700,28.1
7801420140139,"Arroz Tucapel Pregraneado G1 Grano Largo, 1kg",Tucapel,Jumbo,2490,https://jumbo.myvtex.com/arroz-grado-1-tucapel-1-kg-pregraneado-grano-largo/p,5,Cugat,0,700,28.1
7801420140139,"Arroz Tucapel Pregraneado G1 Grano Largo, 1kg",Tucapel,Alvi,2030,https://alvicl.myvtex.com/arroz-tucapel-pregraneado-1-kg/p,5,Cugat,0,700,28.1
7804647490810,Gelatina Stevia Piña 22 g,Santa Isabel,SantaIsabel,299,https://santaisabel.myvtex.com/gelatina-stevia-22g-s-isabel-s-pina-1628733/p,1,,0,0,0
7802930000333,Queso rallado parmesano Quillayes 40 g,Quillayes,Unimarc,950,https://unimarc.myvtex.com/queso-parmesano-rallado-quillayes-40-g/p,4,SantaIsabel,0,110,11.0
7802930000333,Queso rallado parmesano Quillayes 40 g,Quillayes,SantaIsabel,890,https://santaisabel.myvtex.com/queso-parmesano-rallado-quillayes-40-g/p,4,SantaIsabel,1,110,11.0
7802930000333,Queso rallado parmesano Quillayes 40 g,Quillayes,Jumbo,1000,https://jumbo.myvtex.com/queso-parmesano-rallado-quillayes-40-g/p,4,SantaIsabel,0,110,11.0
7802930000333,Queso rallado parmesano Quillayes 40 g,Quillayes,Alvi,990,https://alvicl.myvtex.com/queso-rallado-parmesano-quillayes-40-gr/p,4,SantaIsabel,0,110,11.0
7613287221889,Caldo en Polvo Maggi Verduras 7 g,Maggi,SantaIsabel,129,https://santaisabel.myvtex.com/caldo-en-polvo-verdura-sobre-7-g/p,1,,0,0,0
7802000011467,Gatolate 270 g,Evercrisp,SantaIsabel,1749,https://santaisabel.myvtex.com/gatolate-evercrisp-270-g/p,1,,0,0,0
24868235,Queso Mantecoso Lácteos Chauquén Trozo Granel,Lácteos Chauquén,SantaIsabel,12360,https://santaisabel.myvtex.com/queso-mantecoso-chauquen-granel/p,2,SantaIsabel,1,240,1.9
24868235,Queso Mantecoso Lácteos Chauquén Trozo Granel,Lácteos Chauquén,Jumbo,12600,https://jumbo.myvtex.com/queso-mantecoso-chauquen-granel/p,2,SantaIsabel,0,240,1.9
7804642590447,Manzana Roja Bolsa 1 kg,Frutas y Verduras Propias,SantaIsabel,2090,https://santaisabel.myvtex.com/manzana-roja-bolsa-1-kg/p,1,,0,0,0
798190259994,Bebida Energética Score Bubblegum 473 cc,Score,SantaIsabel,1450,https://santaisabel.myvtex.com/bebida-energ-473cc-2039041/p,2,Alvi,0,490,33.8
798190259994,Bebida Energética Score Bubblegum 473 cc,Score,Alvi,960,https://alvicl.myvtex.com/bebida-energetica-bubble-gum-score-473ml/p,2,Alvi,1,490,33.8
7803525000714,Galletón Almendra 2 un. 80 g,Nutra Bien,SantaIsabel,969,https://santaisabel.myvtex.com/galleton-almendra-2-un-80-g-1598065/p,1,,0,0,0
7804668140008,Mezcla Lista Pan Casero 1 kg,My Foods,Jumbo,6990,https://jumbo.myvtex.com/mezcla-lista-my-foods-pan-casero-1kg-1902066/p,1,,0,0,0
7802800002009,Jugo en Polvo Zuko Limonada Frambuesa 15 g,Zuko,SantaIsabel,270,https://santaisabel.myvtex.com/jugo-polvo-zuko-limonada-frambuesa-15grs-1996512/p,2,SantaIsabel,1,10,3.6
7802800002009,Jugo en Polvo Zuko Limonada Frambuesa 15 g,Zuko,Jumbo,280,https://jumbo.myvtex.com/jugo-polvo-zuko-limonada-frambuesa-15grs-1996512/p,2,SantaIsabel,0,10,3.6
52100037905,Pimienta Blanca y Negra Mccormick en Grano Molinillo 35 g,McCormick,Jumbo,3190,https://jumbo.myvtex.com/pta-b-n-molinillo-mccormick-35g/p,1,,0,0,0
7804653740367,Vino Miguel Torres Reserva Ensamblaje 750 cc,Hussonet,SantaIsabel,8790,https://santaisabel.myvtex.com/vino-hussonet-reserva-13-5-750-cc-1797134/p,1,,0,0,0
7804520016489,Nueces Trozos 200 g,Surco,Jumbo,4490,https://jumbo.myvtex.com/nueces-surco-en-trozos-200-g/p,1,,0,0,0
7801220005669,Pulpa Minuto Verde frambuesa 335 g,Minuto Verde,Unimarc,4150,https://unimarc.myvtex.com/pulpa-jugo-minuto-verde-335-g-frambuesa/p,3,SantaIsabel,0,1014,24.4
7801220005669,Pulpa Minuto Verde frambuesa 335 g,Minuto Verde,SantaIsabel,3136,https://santaisabel.myvtex.com/pulpa-frambuesa-minuto-verde-335gr-1993275/p,3,SantaIsabel,1,1014,24.4
7801220005669,Pulpa Minuto Verde frambuesa 335 g,Minuto Verde,Jumbo,3590,https://jumbo.myvtex.com/pulpa-frambuesa-minuto-verde-335gr-1993275/p,3,SantaIsabel,0,1014,24.4
41030851,Cerveza Flensburger Dunkel 4.8° 330 cc,Flensburger,Jumbo,2490,https://jumbo.myvtex.com/cerveza-flensburger-dunkel-4-8g-330-cc-1168924/p,1,,0,0,0
87552058,Bourbon Bulleit 40° 750 cc,Bulleit,Jumbo,32290,https://jumbo.myvtex.com/bourbon-bulleit-750-ml-40/p,1,,0,0,0
7803525999544,Queque Nutra Bien brownie chips chocolate bolsa 4 un,Nutrabien,Unimarc,3390,https://unimarc.myvtex.com/pack-brownie-chocolate-chip-nutrabien/p,1,,0,0,0
8410109050509,Chocolate Amargo Valor 70% Cacao 100 g,Valor,Jumbo,3490,https://jumbo.myvtex.com/chocolate-valor-100-g-70-negro/p,1,,0,0,0
7807910026259,Huevos Cuisine & Co Gallinas Libres Color 12 un.,Cuisine & Co,SantaIsabel,4650,https://santaisabel.myvtex.com/huevos-color-gallina-libre-12-un-cuisine-and-co-1729738/p,2,SantaIsabel,1,100,2.1
7807910026259,Huevos Cuisine & Co Gallinas Libres Color 12 un.,Cuisine & Co,Jumbo,4750,https://jumbo.myvtex.com/huevos-color-gallina-libre-12-un-cuisine-and-co-1729738/p,2,SantaIsabel,0,100,2.1
7803110108160,Poroto tórtola Banquete 1 Kg,Banquete,Unimarc,4650,https://unimarc.myvtex.com/porotos-tortola-banquete-1-kg/p,4,Alvi,0,610,13.1
7803110108160,Poroto tórtola Banquete 1 Kg,Banquete,SantaIsabel,4350,https://santaisabel.myvtex.com/porotos-tortola-banquete-bolsa-1-kg-2/p,4,Alvi,0,610,13.1
7803110108160,Poroto tórtola Banquete 1 Kg,Banquete,Jumbo,4460,https://jumbo.myvtex.com/porotos-tortola-banquete-bolsa-1-kg-2/p,4,Alvi,0,610,13.1
7803110108160,Poroto tórtola Banquete 1 Kg,Banquete,Alvi,4040,https://alvicl.myvtex.com/poroto-tortola-banquete-1-kg/p,4,Alvi,1,610,13.1
7803473215253,Pan de Hamburguesa Ideal 520 g 8 un.,Ideal,SantaIsabel,2750,https://santaisabel.myvtex.com/pan-para-hamburguesas-ideal-bolsa-520-g-8-uni/p,3,SantaIsabel,1,100,3.5
7803473215253,Pan de Hamburguesa Ideal 520 g 8 un.,Ideal,Jumbo,2850,https://jumbo.myvtex.com/pan-para-hamburguesas-ideal-bolsa-520-g-8-uni/p,3,SantaIsabel,0,100,3.5
7803473215253,Pan de Hamburguesa Ideal 520 g 8 un.,Ideal,Alvi,,https://alvicl.myvtex.com/pan-hamburguesas-ideal-8-un-bolsa-520-g/p,3,SantaIsabel,0,100,3.5
5060088701980,Barra Nakd Fruta y Frutos Secos Cocoa Delight 140 g,Nakd,SantaIsabel,5190,https://santaisabel.myvtex.com/barra-fruta-y-frutos-secos-cocoa-delight-140-g-1691680/p,1,,0,0,0
7804661960290,Vino Piernas Largas Single Vineyard Carmenere 750 cc,Piernas Largas,SantaIsabel,3150,https://santaisabel.myvtex.com/vino-carmenere-piernas-largas-13-botella-750-cc-1757845/p,1,,0,0,0
7802351111205,Aceitunas azapa Don Juan amarga natural bolsa 330 g,Don Juan,Unimarc,3550,https://unimarc.myvtex.com/aceituna-azapa-natural-don-juan-330-gr/p,3,SantaIsabel,0,230,6.4
7802351111205,Aceitunas azapa Don Juan amarga natural bolsa 330 g,Don Juan,SantaIsabel,3360,https://santaisabel.myvtex.com/aceitunas-don-juan-azapa-natural-200-g-drenado/p,3,SantaIsabel,1,230,6.4
7802351111205,Aceitunas azapa Don Juan amarga natural bolsa 330 g,Don Juan,Jumbo,3590,https://jumbo.myvtex.com/aceitunas-don-juan-azapa-natural-200-g-drenado/p,3,SantaIsabel,0,230,6.4
7804666760147,Pan de papa,GREENPAN,Alvi,,https://alvicl.myvtex.com/pan-de-papa-greenpan-5-un/p,1,,0,0,0
90486074,Red Bull bebida energética pomelo floral lata 250 ml,Red Bull,Unimarc,1890,https://unimarc.myvtex.com/beb-en-spring-ed-pomelo-r-bull-250cc-lat/p,2,SantaIsabel,0,40,2.1
90486074,Red Bull bebida energética pomelo floral lata 250 ml,Red Bull,SantaIsabel,1850,https://santaisabel.myvtex.com/bebdia-red-bull-spring-ed-sf-250cc-2043258/p,2,SantaIsabel,1,40,2.1
7804603870007,Masa hoja fresca Saint Jacques tartaleta y quiches caja 230 g,Saint Jacques,Unimarc,2950,https://unimarc.myvtex.com/disco-masas-hoja-frescas-s-jacques-230g/p,2,Unimarc,1,40,1.3
7804603870007,Masa hoja fresca Saint Jacques tartaleta y quiches caja 230 g,Saint Jacques,Jumbo,2990,https://jumbo.myvtex.com/masa-tartaletas-y-guiches-saint-jacques-230-g/p,2,Unimarc,0,40,1.3
7802100003867,Pack 6 un. Cerveza Stones Sensation Fruit Beer 6.0° 269 cc,Stones,SantaIsabel,6190,https://santaisabel.myvtex.com/pack-6-unidades-cerveza-stones-sensation-fruit-beer-6-0g-269-cc-1926627-pak/p,1,,0,0,0
7802900004620,Leche Soprole Digestive Sin Lactosa Descremada 1 L,Soprole,SantaIsabel,1690,https://santaisabel.myvtex.com/leche-digestiv-1lt-2040225/p,1,,0,0,0
7807910051404,Avena Semillas Cuisine & Co Linaza-Chia 600 g,Cuisine & Co,SantaIsabel,2990,https://santaisabel.myvtex.com/avena-multise-c-and-co-2041997/p,1,,0,0,0
7802820651003,Bebida Isotónica Powerade Naranja 600 cc,Powerade,SantaIsabel,1080,https://santaisabel.myvtex.com/bebida-isotonica-powerade-600-cc-naranja-deportiva-609354001/p,2,SantaIsabel,1,10,0.9
7802820651003,Bebida Isotónica Powerade Naranja 600 cc,Powerade,Jumbo,1090,https://jumbo.myvtex.com/bebida-isotonica-powerade-600-cc-naranja-botella-deportiva/p,2,SantaIsabel,0,10,0.9
7802337910914,Mostaza Traverso vintage suave 450 g,Traverso,Unimarc,2550,https://unimarc.myvtex.com/mostaza-vintage-traverso-450-gr-suave/p,3,Unimarc,1,300,10.5
7802337910914,Mostaza Traverso vintage suave 450 g,Traverso,SantaIsabel,2850,https://santaisabel.myvtex.com/mostaza-suave-vintage-450-g-1802236/p,3,Unimarc,0,300,10.5
7802337910914,Mostaza Traverso vintage suave 450 g,Traverso,Jumbo,2759,https://jumbo.myvtex.com/mostaza-suave-traverso-vintage-450-g/p,3,Unimarc,0,300,10.5
815992010056,Vino Corralillo Gran Reserva Syrah 750 cc,Matetic,SantaIsabel,20550,https://santaisabel.myvtex.com/vino-syrah-vina-14-750-cc-995330/p,2,Jumbo,0,560,2.7
815992010056,Vino Corralillo Gran Reserva Syrah 750 cc,Matetic,Jumbo,19990,https://jumbo.myvtex.com/syrah-vi-a-matetic-14-750-cc/p,2,Jumbo,1,560,2.7
7802910008311,Queso Granulado Las Parcelas de Valdivia Envasado Granulado 400 g,Las Parcelas de Valdivia,Jumbo,5999,https://jumbo.myvtex.com/las-parcelas-de-valdivia-granulado-400gr-1997579/p,1,,0,0,0
